countryCode,thematicIdIdentifier,thematicIdIdentifierScheme,monitoringSiteIdentifier,monitoringSiteIdentifierScheme,monitoringSiteName,waterBodyIdentifier,waterBodyIdentifierScheme,waterBodyName,specialisedZoneType,naturalAWBHMWB,reservoir,surfaceWaterBodyTypeCode,subUnitIdentifier,subUnitIdentifierScheme,subUnitName,rbdIdentifier,rbdIdentifierScheme,rbdName,confidentialityStatus,lat,lon
IE,IEMRRS22L010200,euMonitoringSiteCode,IEMRRS22L010200,euMonitoringSiteCode,BEAUFORT BRIDGE,IESW_22L010200,euSurfaceWaterBodyCode,LAUNE_020,riverWaterBody,Natural,Missing,River Type 34,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.07482,-9.63202
IE,IEMRRS22M010700,euMonitoringSiteCode,IEMRRS22M010700,euMonitoringSiteCode,MAINE BR (LOWER),IESW_22M010700,euSurfaceWaterBodyCode,MAINE_040,riverWaterBody,Natural,Missing,River Type 33,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.18444,-9.62224
IE,IEMRRS22O030400,euMonitoringSiteCode,IEMRRS22O030400,euMonitoringSiteCode,BR U/S UPPER LAKE,IESW_22O030400,euSurfaceWaterBodyCode,OWENREAGH_020,riverWaterBody,Natural,Missing,River Type 14,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,51.98051,-9.62494
IE,IEMRRS22S010100,euMonitoringSiteCode,IEMRRS22S010100,euMonitoringSiteCode,FORD (BR) U/S MAINE R CONFL,IESW_22M010300,euSurfaceWaterBodyCode,MAINE_010,riverWaterBody,Natural,Missing,River Type 33,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.22471,-9.4435
IE,IEMRRS23F010500,euMonitoringSiteCode,IEMRRS23F010500,euMonitoringSiteCode,BR ENE OF DUAGH HO,IESH_23F010500,euSurfaceWaterBodyCode,FEALE_060,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.41935,-9.36506
IE,IEMRRS23O050200,euMonitoringSiteCode,IEMRRS23O050200,euMonitoringSiteCode,OWVEG BR,IESH_23O050200,euSurfaceWaterBodyCode,OWVEG (KERRY)_010,riverWaterBody,Natural,Missing,River Type 33,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.30423,-9.359
IE,IEMRRS23S020700,euMonitoringSiteCode,IEMRRS23S020700,euMonitoringSiteCode,FORD U/S FEALE R CONFL (LHS),IESH_23S020700,euSurfaceWaterBodyCode,SMEARLAGH_040,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.43403,-9.4336
IE,IEMRRS23T020400,euMonitoringSiteCode,IEMRRS23T020400,euMonitoringSiteCode,"WEST BR, ARDFERT AT FRIARY",IESH_23T020400,euSurfaceWaterBodyCode,TYSHE_010,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.33081,-9.77516
IE,IEMRRS24D020400,euMonitoringSiteCode,IEMRRS24D020400,euMonitoringSiteCode,BRIDGE NEAR BALLINISKA,IESH_24D020400,euSurfaceWaterBodyCode,DEEL (NEWCASTLEWEST)_060,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.40525,-8.99227
IE,IEMRRS24M010900,euMonitoringSiteCode,IEMRRS24M010900,euMonitoringSiteCode,AT CASTLEROBERTS_BR,IESH_24M010900,euSurfaceWaterBodyCode,MAIGUE_080,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.54339,-8.76741
IE,IEMRRS24O020200,euMonitoringSiteCode,IEMRRS24O020200,euMonitoringSiteCode,BR U/S (SE OF) LOGHILL,IESH_24O020200,euSurfaceWaterBodyCode,OWVANE (LIMERICK)_030,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.59205,-9.1909
IE,IEMRRS25B020800,euMonitoringSiteCode,IEMRRS25B020800,euMonitoringSiteCode,BR JUST U/S L DERG,IESH_25B020800,euSurfaceWaterBodyCode,BALLYFINBOY_070,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.03316,-8.24208
IE,IEMRRS25B030080,euMonitoringSiteCode,IEMRRS25B030080,euMonitoringSiteCode,BR U/S BLACKBOY BR - BILBOA B,IESH_25B030080,euSurfaceWaterBodyCode,BILBOA_010,riverWaterBody,Natural,Missing,River Type 12,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.61829,-8.27287
IE,IEMRRS25B090760,euMonitoringSiteCode,IEMRRS25B090760,euMonitoringSiteCode,0.5KM NW OF POLLAGH,IESH_25B090761,euSurfaceWaterBodyCode,BROSNA_100,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.28166,-7.71544
IE,IEMRRS25B091100,euMonitoringSiteCode,IEMRRS25B091100,euMonitoringSiteCode,CLONONY BR (NW OF CANAL),IESH_25B091200,euSurfaceWaterBodyCode,BROSNA_140,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.23862,-7.92923
IE,IEMRRS25B100100,euMonitoringSiteCode,IEMRRS25B100100,euMonitoringSiteCode,BOW RIVER BR,IESH_25B100200,euSurfaceWaterBodyCode,BOW_010,riverWaterBody,Natural,Missing,River Type 23,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.93355,-8.49765
IE,IEMRRS25C060500,euMonitoringSiteCode,IEMRRS25C060500,euMonitoringSiteCode,BR AT RAHAN,IESH_25C060500,euSurfaceWaterBodyCode,CLODIAGH (TULLAMORE)_050,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.28078,-7.61596
IE,IEMRRS25D010100,euMonitoringSiteCode,IEMRRS25D010100,euMonitoringSiteCode,POPE'S BRIDGE,IESH_25D010100,euSurfaceWaterBodyCode,DEAD_010,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.54541,-8.21302
IE,IEMRRS25G040025,euMonitoringSiteCode,IEMRRS25G040025,euMonitoringSiteCode,"CAHER BR, S OF L.GRANEY",IESH_25G040025,euSurfaceWaterBodyCode,GRANEY (SHANNON)_010,riverWaterBody,Natural,Missing,River Type 14,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.95981,-8.66352
IE,IEMRRS25G210010,euMonitoringSiteCode,IEMRRS25G210010,euMonitoringSiteCode,BR 3KM E OF LONGFORD,IESH_25G210090,euSurfaceWaterBodyCode,GLENFELLY STREAM_010,riverWaterBody,Natural,Missing,River Type 23,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.06278,-7.69755
IE,IEMRRS25K010700,euMonitoringSiteCode,IEMRRS25K010700,euMonitoringSiteCode,BALLYSHRULE BRIDGE,IESH_25K010700,euSurfaceWaterBodyCode,KILCROW_070,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.10149,-8.30219
IE,IEMRRS25L010200,euMonitoringSiteCode,IEMRRS25L010200,euMonitoringSiteCode,BR 2KM SW OF CLOGHAN,IESH_25L010200,euSurfaceWaterBodyCode,LITTLE (CLOGHAN)_020,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.21058,-7.9065
IE,IEMRRS25L020700,euMonitoringSiteCode,IEMRRS25L020700,euMonitoringSiteCode,RIVERSTOWN BR,IESH_25L020700,euSurfaceWaterBodyCode,LITTLE BROSNA_040,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.08276,-7.92192
IE,IEMRRS25N010300,euMonitoringSiteCode,IEMRRS25N010300,euMonitoringSiteCode,BALLYSOILSHAUN BRIDGE,IESH_25N010300,euSurfaceWaterBodyCode,NENAGH_040,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.81683,-8.12597
IE,IEMRRS25N020200,euMonitoringSiteCode,IEMRRS25N020200,euMonitoringSiteCode,ROCKVALE BR NR MACKNEY,IESH_25N020200,euSurfaceWaterBodyCode,NEWPORT (TIPPERARY)_030,riverWaterBody,Natural,Missing,River Type 13,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.72089,-8.38752
IE,IEMRRS25S020700,euMonitoringSiteCode,IEMRRS25S020700,euMonitoringSiteCode,LUMCLOON BR,IESH_25S020700,euSurfaceWaterBodyCode,SILVER (KILCORMAC)_050,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.22843,-7.79234
IE,IEMRRS25T030400,euMonitoringSiteCode,IEMRRS25T030400,euMonitoringSiteCode,BRIDGE SW OF BALLYCOWEN BRIDGE,IESH_25T030400,euSurfaceWaterBodyCode,TULLAMORE_040,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.27521,-7.55833
IE,IEMRRS26B071100,euMonitoringSiteCode,IEMRRS26B071100,euMonitoringSiteCode,BRIDGE N.W. OF KILBILLAGHAN,IESH_26B071100,euSurfaceWaterBodyCode,BOOR_010,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.36499,-7.8537
IE,IEMRRS26B140200,euMonitoringSiteCode,IEMRRS26B140200,euMonitoringSiteCode,BR U/S SHANNON  R. CONFL,IESH_26B140200,euSurfaceWaterBodyCode,BALLYDANGAN_020,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.33141,-8.02614
IE,IEMRRS26C011000,euMonitoringSiteCode,IEMRRS26C011000,euMonitoringSiteCode,BRIDGE W. OF LISNABO,IESH_26C011000,euSurfaceWaterBodyCode,CAMLIN_070,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.74934,-7.85504
IE,IEMRRS26C100400,euMonitoringSiteCode,IEMRRS26C100400,euMonitoringSiteCode,BRIDGE U/S SHANNON RIVER,IESH_26C100400,euSurfaceWaterBodyCode,CROSS (ROSCOMMON)_040,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.40318,-7.94498
IE,IEMRRS26F020400,euMonitoringSiteCode,IEMRRS26F020400,euMonitoringSiteCode,BRIDGE 1.5 KM S.W. OF KEADUE,IESH_26F020400,euSurfaceWaterBodyCode,FEORISH (BALLYFARNON)_030,riverWaterBody,Natural,Missing,River Type 33,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,54.04551,-8.15464
IE,IEMRRS26I010100,euMonitoringSiteCode,IEMRRS26I010100,euMonitoringSiteCode,BRIDGE 1 KM S. OF OLDCASTLE,IESH_26I010100,euSurfaceWaterBodyCode,INNY_010,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.75896,-7.1657
IE,IEMRRS26I011350,euMonitoringSiteCode,IEMRRS26I011350,euMonitoringSiteCode,SHRULE BR,IESH_26I011350,euSurfaceWaterBodyCode,INNY_100,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.55259,-7.7971
IE,IEMRRS26M020500,euMonitoringSiteCode,IEMRRS26M020500,euMonitoringSiteCode,MOUNTNUGENT BRIDGE,IESH_26M020500,euSurfaceWaterBodyCode,MOUNTNUGENT_040,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.81864,-7.25696
IE,IEMRRS26S010300,euMonitoringSiteCode,IEMRRS26S010300,euMonitoringSiteCode,BRIDGE N.E. OF RIVERDALE,IESH_26S010300,euSurfaceWaterBodyCode,SCRAMOGE_030,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.749,-8.1328
IE,IEMRRS26S020500,euMonitoringSiteCode,IEMRRS26S020500,euMonitoringSiteCode,BATTLE BR,IESH_26S020500,euSurfaceWaterBodyCode,SHANNON (UPPER)_040,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.99631,-8.07847
IE,IEMRRS26S021600,euMonitoringSiteCode,IEMRRS26S021600,euMonitoringSiteCode,BALLYLEAGUE BR LANESBORO,IESH_26S021600,euSurfaceWaterBodyCode,SHANNON (UPPER)_100,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.67416,-7.99243
IE,IEMRRS26S021720,euMonitoringSiteCode,IEMRRS26S021720,euMonitoringSiteCode,ATHLONE: BURGESS PARK (LHS),IESH_26S021800,euSurfaceWaterBodyCode,SHANNON (UPPER)_120,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.41886,-7.93882
IE,IEMRRS26S021800,euMonitoringSiteCode,IEMRRS26S021800,euMonitoringSiteCode,CLONMACNOISE: AT JETTY,IESH_26S021800,euSurfaceWaterBodyCode,SHANNON (UPPER)_120,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.32693,-7.99015
IE,IEMRRS26S070300,euMonitoringSiteCode,IEMRRS26S070300,euMonitoringSiteCode,CLOONDACARRA BRIDGE,IESH_26S070300,euSurfaceWaterBodyCode,SUCK_030,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.75104,-8.49946
IE,IEMRRS26S071100,euMonitoringSiteCode,IEMRRS26S071100,euMonitoringSiteCode,BALLYFORAN BRIDGE,IESH_26S071100,euSurfaceWaterBodyCode,SUCK_120,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.46687,-8.27718
IE,IEMRRS27B020800,euMonitoringSiteCode,IEMRRS27B020800,euMonitoringSiteCode,BRIDGE U/S DOON LOUGH,IESH_27B020800,euSurfaceWaterBodyCode,BROADFORD_030,riverWaterBody,Natural,Missing,River Type 14,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.81048,-8.65769
IE,IEMRRS27F010100,euMonitoringSiteCode,IEMRRS27F010100,euMonitoringSiteCode,POPLAR BRIDGE,IESH_27F010100,euSurfaceWaterBodyCode,FERGUS_010,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.9662,-9.0853
IE,IEMRRS27F010700,euMonitoringSiteCode,IEMRRS27F010700,euMonitoringSiteCode,BRIDGE NEAR CLONROAD HOUSE,IESH_27F010700,euSurfaceWaterBodyCode,FERGUS_060,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.84826,-8.97255
IE,IEMRRS27G020600,euMonitoringSiteCode,IEMRRS27G020600,euMonitoringSiteCode,BR U/S OWENOGARNEY R CONFL,IESH_27G020600,euSurfaceWaterBodyCode,GOURNA_010,riverWaterBody,Natural,Missing,River Type 24,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.72626,-8.76876
IE,IEMRRS27M020700,euMonitoringSiteCode,IEMRRS27M020700,euMonitoringSiteCode,BRIDGE U/S FERGUS RIVER,IESH_27M020700,euSurfaceWaterBodyCode,MOYREE_030,riverWaterBody,Natural,Missing,River Type 34,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.93981,-8.95074
IE,IEMRRS28C010200,euMonitoringSiteCode,IEMRRS28C010200,euMonitoringSiteCode,BRIDGE 2 KM D/S FORMOYLE,IESH_28C010200,euSurfaceWaterBodyCode,CAHER (CLARE)_020,riverWaterBody,Natural,Missing,River Type 33,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.11854,-9.25062
IE,IEMRRS28C021400,euMonitoringSiteCode,IEMRRS28C021400,euMonitoringSiteCode,BRIDGE AT CREEGH,IESH_28C021400,euSurfaceWaterBodyCode,CREEGH_020,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.74433,-9.43073
IE,IEMRRS28G020200,euMonitoringSiteCode,IEMRRS28G020200,euMonitoringSiteCode,"KNOCKLOSKERAUN BRIDGE, S OF M",IESH_28G020200,euSurfaceWaterBodyCode,GLENDINE (CLARE)_010,riverWaterBody,Natural,Missing,River Type 33,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,52.83967,-9.40679
IE,IEMRRS29O011000,euMonitoringSiteCode,IEMRRS29O011000,euMonitoringSiteCode,BR SE KILLAFEEN,IEWE_29O011000,euSurfaceWaterBodyCode,OWENDALULLEEGH_050,riverWaterBody,Natural,Missing,River Type 22,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.0233,-8.76948
IE,IEMRRS30A010500,euMonitoringSiteCode,IEMRRS30A010500,euMonitoringSiteCode,BRIDGE AT BULLAUN,IEWE_30A010500,euSurfaceWaterBodyCode,ABBERT_040,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.41437,-8.84854
IE,IEMRRS30B020100,euMonitoringSiteCode,IEMRRS30B020100,euMonitoringSiteCode,BRIDGE AT KILSHANVY,IEWE_30B020200,euSurfaceWaterBodyCode,BLACK (SHRULE)_010,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.56487,-9.02909
IE,IEMRRS30C010800,euMonitoringSiteCode,IEMRRS30C010800,euMonitoringSiteCode,CORROFIN BRIDGE,IEWE_30C010800,euSurfaceWaterBodyCode,CLARE (GALWAY)_060,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.43771,-8.86384
IE,IEMRRS30N010300,euMonitoringSiteCode,IEMRRS30N010300,euMonitoringSiteCode,U/S WEIR BRIDGE,IEWE_30N010300,euSurfaceWaterBodyCode,NANNY (TUAM)_030,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.52373,-8.87685
IE,IEMRRS30O010200,euMonitoringSiteCode,IEMRRS30O010200,euMonitoringSiteCode,BRIDGE U/S LOUGH MASK,IEWE_30O010200,euSurfaceWaterBodyCode,OWENBRIN_020,riverWaterBody,Natural,Missing,River Type 14,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.60636,-9.42732
IE,IEMRRS30O020100,euMonitoringSiteCode,IEMRRS30O020100,euMonitoringSiteCode,1 KM U/S OUGHTERARD BRIDGE,IEWE_30O020200,euSurfaceWaterBodyCode,OWENRIFF (CORRIB)_020,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.42552,-9.34047
IE,IEMRRS30R010600,euMonitoringSiteCode,IEMRRS30R010600,euMonitoringSiteCode,AKIT BRIDGE,IEWE_30R010600,euSurfaceWaterBodyCode,ROBE_050,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.62828,-9.21812
IE,IEMRRS31O010200,euMonitoringSiteCode,IEMRRS31O010200,euMonitoringSiteCode,BRIDGE IN SPIDDAL,IEWE_31O010200,euSurfaceWaterBodyCode,OWENBOLISKA_010,riverWaterBody,Natural,Missing,River Type 12,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.2458,-9.30799
IE,IEMRRS31S010570,euMonitoringSiteCode,IEMRRS31S010570,euMonitoringSiteCode,U/S LOUGH AHALIA NORTH,IEWE_31S010570,euSurfaceWaterBodyCode,SCREEB_010,riverWaterBody,Natural,Missing,River Type 23,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.40361,-9.54432
IE,IEMRRS32B010200,euMonitoringSiteCode,IEMRRS32B010200,euMonitoringSiteCode,BRIDGE E. OF BUNDORRAGHA,IEWE_32B010200,euSurfaceWaterBodyCode,BUNDORRAGHA_020,riverWaterBody,Natural,Missing,River Type 14,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.60763,-9.75117
IE,IEMRRS32B030100,euMonitoringSiteCode,IEMRRS32B030100,euMonitoringSiteCode,TULLY BRIDGE,IEWE_32B030100,euSurfaceWaterBodyCode,BUNOWEN (LOUISBURGH)_020,riverWaterBody,Natural,Missing,River Type 12,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.73566,-9.78639
IE,IEMRRS32G030100,euMonitoringSiteCode,IEMRRS32G030100,euMonitoringSiteCode,BRIDGE U/S LOUGH FEEAGH,IEWE_32G030100,euSurfaceWaterBodyCode,GLENAMONG_010,riverWaterBody,Natural,Missing,River Type 14,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.96073,-9.60445
IE,IEMRRS33B010100,euMonitoringSiteCode,IEMRRS33B010100,euMonitoringSiteCode,BALLINGLEN BRIDGE,IEWE_33B010100,euSurfaceWaterBodyCode,BALLINGLEN_010,riverWaterBody,Natural,Missing,River Type 33,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,54.24877,-9.37773
IE,IEMRRS33G010100,euMonitoringSiteCode,IEMRRS33G010100,euMonitoringSiteCode,GLENAMOY BRIDGE,IEWE_33G010100,euSurfaceWaterBodyCode,GLENAMOY_030,riverWaterBody,Natural,Missing,River Type 24,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,54.24104,-9.69781
IE,IEMRRS34B080400,euMonitoringSiteCode,IEMRRS34B080400,euMonitoringSiteCode,BEHY BRIDGE,IEWE_34B080400,euSurfaceWaterBodyCode,BEHY (NORTH MAYO)_010,riverWaterBody,Natural,Missing,River Type 33,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,54.10756,-9.09053
IE,IEMRRS34C010200,euMonitoringSiteCode,IEMRRS34C010200,euMonitoringSiteCode,BR 2.5 KM D/S CASTLEBAR,IEWE_34C010300,euSurfaceWaterBodyCode,CASTLEBAR_020,riverWaterBody,Natural,Missing,River Type 32,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.87088,-9.26332
IE,IEMRRS34C050030,euMonitoringSiteCode,IEMRRS34C050030,euMonitoringSiteCode,BR NW ARDVARNEY,IEWE_34C050100,euSurfaceWaterBodyCode,CLYDAGH (CASTLEBAR)_010,riverWaterBody,Natural,Missing,River Type 13,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.91114,-9.30545
IE,IEMRRS34D010300,euMonitoringSiteCode,IEMRRS34D010300,euMonitoringSiteCode,KNOCKADANGAN BRIDGE,IEWE_34D010300,euSurfaceWaterBodyCode,DEEL (CROSSMOLINA)_050,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,54.11494,-9.28871
IE,IEMRRS34G020200,euMonitoringSiteCode,IEMRRS34G020200,euMonitoringSiteCode,GLORE BRIDGE,IEWE_34G020200,euSurfaceWaterBodyCode,GLORE (MAYO)_020,riverWaterBody,Natural,Missing,River Type 31,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,53.87156,-8.98865
IE,IEMRRS34M020050,euMonitoringSiteCode,IEMRRS34M020050,euMonitoringSiteCode,CLOONBANIFF BR,IEWE_34M020050,euSurfaceWaterBodyCode,MOY_020,riverWaterBody,Natural,Missing,River Type 34,IEROI,euSubUnitCode,REPUBLIC OF IRELAND,IEROI,euRBDCode,REPUBLIC OF IRELAND,F,54.1216,-8.73019
