CountryCode,observedPropertyDeterminandBiologyEQRCode,parameterWaterBodyCategory,parameterNCSWaterBodyType,parameterWFDIntercalibrationWaterBodyType,parameterNaturalAWBHMWB,parameterICStatusOfDeterminandBiologyEQR,parameterBoundaryValueClasses12,parameterBoundaryValueClasses23,parameterBoundaryValueClasses34,parameterBoundaryValueClasses45,procedureBiologicalAnalyticalMethodDescription,resultObservationStatus,Remarks,metadata_versionId,metadata_beginLifeSpanVersion,metadata_statusCode,metadata_observationStatus,metadata_statements,UID
PL,EEA_123-04-6,LW,3a_HMWB,,HMWB,1,0.68,0.41,0.205,0.07,,,Classification system for HMWB and AWB,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,573
PL,EEA_124-01-6,RW,22,,HMWB,0,0.65,0.5,0.3,0.15,"PN-EN 13946, PN-EN 14407",,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,574
GB,EEA_13-01-4,RW,Mid-altitude Siliceous Medium,,Natural,1,0.97,0.86,0.72,0.59,River Invertebrate Classification Tool (RICT),A,Average Score per Taxon,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwg_xkq/NI_2014_data_resub_Dec_2016._BiologyEQRClassificationProcedu.xml,2017-01-11 11:10:25.000,stable,A,,3307
SI,EEA_13-02-5,RW,R_SI_5_VR2_So,,Natural,0,0.8,0.6,0.4,0.2,http://www.mko.gov.si/fileadmin/mko.gov.si/pageuploads/podrocja/voda/ekolosko_stanje/metod_vredn_ekoloskega_st_rek_bentoskimi_nevretencarji.pdf Urbanič G. (2009): Razvoj metod. za vred. hidromorfol. spremen. velikih rek v Slo. na podl. bentoških nevret.,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,603
FR,EEA_124-01-6,RW,G12,,Natural,0,0.93939394,0.7878788,0.57575756,0.3030303,standard AFNOR NF T90-354,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,1911
FR,EEA_124-01-6,RW,G14/1,,Natural,0,0.9411765,0.7941176,0.5588235,0.29411766,standard AFNOR NF T90-354,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,1912
FR,EEA_124-01-6,RW,G14/3,,Natural,0,0.9411765,0.7941176,0.5588235,0.29411766,standard AFNOR NF T90-354,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,1913
FR,EEA_124-01-6,RW,G15/5,,Natural,0,0.9285714,0.78571427,0.5714286,0.32142857,standard AFNOR NF T90-354,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,1914
FR,EEA_124-01-6,RW,G16,,Natural,0,0.9285714,0.78571427,0.5714286,0.32142857,standard AFNOR NF T90-354,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,1915
FR,EEA_124-01-6,RW,G18/4,,Natural,0,0.9411765,0.7941176,0.5588235,0.29411766,standard AFNOR NF T90-354,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,1916
FR,EEA_124-01-6,RW,G2,,Natural,0,0.9285714,0.78571427,0.5714286,0.32142857,standard AFNOR NF T90-354,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,1917
BE,EEA_13-01-4,RW,Rg_58,,HMWB,0,,0.7,0.5,0.3,ISO 7828: 1985,,The type mentioned under "WaterbodyTypeOther" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,447
GB,EEA_124-04-9,RW,Mid-altitude Siliceous Medium,,Natural,1,0.8,0.6,0.4,0.2,Diatoms for assessing River and Lake Ecological Quality (DARLEQ2),A,,http://cdr.eionet.europa.eu/gb/eea/wise_soe/wise4/envwg_xkq/NI_2014_data_resub_Dec_2016._BiologyEQRClassificationProcedu.xml,2017-01-11 11:10:25.000,stable,A,,3310
BE,EEA_13-01-4,RW,Rg_9,,HMWB,0,,0.7,0.5,0.3,ISO 7828: 1985,,The type mentioned under "WaterbodyTypeOther" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,449
GB,EEA_124-04-9,RW,F10223,,HMWB,1,0.93,0.78,0.52,0.26,Using a microscope (with x100 objective) count all taxa until a total of 300 non-planktic valves have been reached,,F10223,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,293
GB,EEA_124-04-9,RW,F10409,,Natural,1,0.93,0.78,0.52,0.26,Using a microscope (with x100 objective) count all taxa until a total of 300 non-planktic valves have been reached,,F10409,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,531
GB,EEA_124-04-9,RW,F10416,,Natural,0,0.93,0.78,0.52,0.26,Using a microscope (with x100 objective) count all taxa until a total of 300 non-planktic valves have been reached,,F10416,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,532
GB,EEA_124-04-9,RW,F10427,,HMWB,0,0.93,0.78,0.52,0.26,Using a microscope (with x100 objective) count all taxa until a total of 300 non-planktic valves have been reached,,F10427,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,533
GB,EEA_124-04-9,RW,F10449,,Natural,0,0.93,0.78,0.52,0.26,Using a microscope (with x100 objective) count all taxa until a total of 300 non-planktic valves have been reached,,F10449,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,534
GB,EEA_124-04-9,RW,F10661,,HMWB,0,0.93,0.78,0.52,0.26,Using a microscope (with x100 objective) count all taxa until a total of 300 non-planktic valves have been reached,,F10661,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,535
BE,EEA_13-01-4,RW,BERW_12161,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,77
BE,EEA_13-01-4,RW,BERW_12174,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,78
BE,EEA_13-01-4,RW,BERW_12181,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,79
BE,EEA_13-01-4,RW,BERW_12201,,Natural,0,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,862
BE,EEA_13-01-4,RW,BERW_12232,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,863
BE,EEA_13-01-4,RW,BERW_12235,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,864
LT,EEA_124-04-9,RW,4,RW-R-C5,Natural,1,0.73,0.55,0.36,0.18,EN 14407:2014,A,HMWB and AWB have the same boundaries as Natural WB,http://cdr.eionet.europa.eu/lt/eea/wise_soe/wise4/envxbygba/WISE-SoE_WaterQuality_2017RW1_BiologyEQRClassificationProcedu.xml,2018-12-21 19:35:24.000,stable,A,,4954
LT,EEA_124-04-9,RW,5,RW-R-C5,Natural,1,0.73,0.55,0.36,0.18,EN 14407:2014,A,HMWB and AWB have the same boundaries as Natural WB,http://cdr.eionet.europa.eu/lt/eea/wise_soe/wise4/envxbygba/WISE-SoE_WaterQuality_2017RW1_BiologyEQRClassificationProcedu.xml,2018-12-21 19:35:24.000,stable,A,,4955
NL,EEA_11-04-1,LW,M30|NL13_31,,AWB,0,0.8,0.2,0.133,0.0667,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4377
NL,EEA_11-04-1,LW,M10|NL13_23,LW-L-CB2,AWB,0,0.8,0.45,0.3,0.15,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4378
NL,EEA_11-04-1,LW,M10|NL13_32_2,LW-L-CB2,AWB,0,0.8,0.6,0.4,0.2,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4379
NL,EEA_11-04-1,LW,M3|NL13_27_2,LW-L-CB2,AWB,0,0.8,0.6,0.4,0.2,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4380
NL,EEA_11-04-1,LW,M10|NL13_34,LW-L-CB2,AWB,0,0.8,0.6,0.4,0.2,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4381
NL,EEA_11-04-1,LW,M10|NL13_33_2,LW-L-CB2,AWB,0,0.8,0.5,0.3333,0.1666,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4382
NL,EEA_11-04-1,LW,M23|NL13_17_2,LW-L-CB2,AWB,0,0.8,0.6,0.4,0.2,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4383
NL,EEA_11-04-1,LW,M23|NL13_36,LW-L-CB2,AWB,0,0.8,0.6,0.4,0.2,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4384
NL,EEA_13-01-4,LW,M20|NL13_03,LW-L-CB1,AWB,0,0.8,0.5,0.33,0.1667,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4385
NL,EEA_13-01-4,LW,M27|NL13_13,LW-L-CB2,AWB,0,0.8,0.4,0.2666,0.1333,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4386
NL,EEA_13-01-4,LW,M3|NL13_28,LW-L-CB2,AWB,0,0.8,0.4,0.266,0.1333,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4387
NL,EEA_13-01-4,LW,M7b|NL13_38_2,LW-L-CB1,AWB,0,0.8,0.45,0.3,0.15,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4388
NL,EEA_13-01-4,LW,M14|NL13_16_2,LW-L-CB2,AWB,0,0.8,0.25,0.1875,0.125,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4389
NL,EEA_13-01-4,LW,M3|NL14_21,LW-L-CB2,AWB,0,0.8,0.6,0.4,0.2,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4480
NL,EEA_11-04-1,LW,M10|NL15_06,LW-L-CB2,AWB,0,0.8,0.35,0.23,0.12,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4481
NL,EEA_11-04-1,LW,M3|NL15_02,LW-L-CB2,AWB,0,0.8,0.32,0.21,0.11,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4482
BE,EEA_13-01-4,RW,BERW_11224,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,180
BE,EEA_13-01-4,RW,BERW_11306,,AWB,1,,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as PEM value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,181
BE,EEA_13-01-4,RW,BERW_11602,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,182
BE,EEA_13-01-4,RW,BERW_12014,,Natural,0,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,68
BE,EEA_13-01-4,RW,BERW_12024,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,69
BE,EEA_13-01-4,RW,BERW_12031,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,70
BE,EEA_13-01-4,RW,BERW_12041,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,71
BE,EEA_13-01-4,RW,BERW_12071,,HMWB,1,,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as PEM value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,72
BE,EEA_13-01-4,RW,BERW_12093,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,73
BE,EEA_13-01-4,RW,BERW_12101,,Natural,1,0.97,0.74,0.49,0.29,handnet sampling (IBGN),,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,74
BE,EEA_13-01-4,RW,BERW_12111,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,75
BE,EEA_13-01-4,RW,BERW_12144,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,76
NL,EEA_14-05-1,LW,M30|NL13_31,,AWB,0,0.8,0.3,0.2,0.1,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4338
NL,EEA_14-05-1,LW,M10|NL13_34,LW-L-CB2,AWB,0,0.8,0.6,0.4,0.2,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4339
NL,EEA_14-05-1,LW,M10|NL13_45,LW-L-CB2,AWB,0,0.8,0.6,0.4,0.2,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4340
NL,EEA_14-05-1,LW,M3|NL13_46,LW-L-CB2,AWB,0,0.8,0.6,0.4,0.2,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4341
NL,EEA_14-05-1,LW,M27|NL13_20,LW-L-CB2,AWB,0,0.8,0.6,0.4,0.2,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4342
NL,EEA_14-05-1,LW,M14|NL13_06_2,LW-L-CB2,AWB,0,0.8,0.4,0.2666,0.1333,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4343
IE,EEA_13-01-4,RW,23,,Natural,1,0.85,0.75,0.65,0.45,Field identification enumeration of macroinvertebrate species,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2268
ES,EEA_11-04-1,LW,607,,HMWB,0,,,,,,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,1856
NL,EEA_14-05-1,LW,M20|NL13_01,LW-L-CB1,AWB,0,0.8,0.35,0.233,0.1166,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4344
NL,EEA_14-05-1,LW,M20|NL13_09,LW-L-CB1,AWB,0,0.8,0.5,0.333,0.1666,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4345
NL,EEA_14-05-1,LW,M27|NL13_12,LW-L-CB2,AWB,0,0.8,0.45,0.3,0.15,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4346
NL,EEA_14-05-1,LW,M14|NL13_16_2,LW-L-CB2,AWB,0,0.8,0.6,0.4,0.2,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4347
NL,EEA_14-05-1,LW,M3|NL13_27_2,LW-L-CB2,AWB,0,0.8,0.6,0.4,0.2,http://handboekhydrobiologie.stowa.nl/Het_Handboek/index.aspx,A,,http://cdr.eionet.europa.eu/nl/eea/wise_soe/wise4/envws1gia/WISE-SoE_WaterQuality_13_14_15_20171012._BiologyEQRClassificationProcedu.xml,2017-12-19 13:09:04.000,stable,A,,4348
RO,EEA_13-01-4,RW,RO06CAPM,,HMWB,0,0.75,0.55,0.4,,Romanian method ,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2446
RO,EEA_13-01-4,RW,RO11*CAPM,,HMWB,0,0.75,0.55,0.4,,Romanian method ,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2453
SE,EEA_11-03-0,LW,Alpine,,Natural,0,0.8,0.6,0.4,,SS-EN 15204:2006,,"NOTE! Only 4 classes: Approx neutral, Moderately acid, Acid, and Very acid",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2456
SE,EEA_11-03-0,LW,"North of L. norrlandicus, Water colour<30 mg Pt/l",,Natural,0,0.67,0.56,0.44,,SS-EN 15204:2006,,"NOTE! Only 4 classes: Approx neutral, Moderately acid, Acid, and Very acid",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2457
SE,EEA_11-03-0,LW,"North of L. norrlandicus, Water colour>30 mg Pt/l",,Natural,0,0.89,0.67,0.44,,SS-EN 15204:2006,,"NOTE! Only 4 classes: Approx neutral, Moderately acid, Acid, and Very acid",http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,2458
ES,EEA_11-04-1,LW,610,,HMWB,0,,,,,,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,1857
ES,EEA_123-01-3,LW,271,,Natural,0,,,,,,,,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30 00:00:00.000,experimental,A,,1861
